,City,Title,Company,Location,Description,Salary
168,Portland,"Physical Design Engineer (Processor and Chip-level), Principal to Sr. Principal",Ampere Computing,"Portland, OR","Like the scientist behind its name, Ampere employees are innovators. The Ampere eMAG family of products delivers the highest memory throughput and lowest TCO...",Nothing_found
169,Portland,"Data Scientist and Software Engineer, Python/R, Java",New Relic,Nothing_found,"Data Scientist and Software Engineer, Python/R, Java. We are engineers with depth in Machine Learning in statistics, and we’re looking for a Data Scientist and...","New Relic


19 reviews"
170,Portland,"Director, Advanced Analytics",First Tech Federal Credit Union,Nothing_found,"Hire and mentor a team of data scientists to expand the impact of data and drive business insights. Key responsibilities of our team include data governance,...","First Tech Federal Credit Union


79 reviews"
171,Phoenix,Nothing_found,Nothing_found,Nothing_found,Nothing_found,
172,Phoenix,Data Scientist,Republic Services,Nothing_found,The Data Scientist constantly explores our existing data while seeking out new data to consume. The Data Scientist drives internal data analytics projects for...,"Republic Services


2,122 reviews"
173,Phoenix,Sr. Software Engineer,CipherLoc Corporation,"Scottsdale, AZ 85255 (North Scottsdale area)","Our company's sole mission is to secure and protect the confidential and sensitive data of companies, organizations, and individuals by providing cutting edge...",Nothing_found
174,Phoenix,Postdoctoral Fellow in Quantitative Biology and Longevity Research,TGen,"Phoenix, AZ","Experience with large biological data sets. TGen provides a very collaborative environment that includes basic scientists, computational and quantitative...",Nothing_found
175,Phoenix,Histology Technologist - PRN,Caris Life Sciences,"Phoenix, AZ 85040 (South Mountain area)",Demonstrated skills in technical data interpretation and ability to troubleshoot. The Histology Technologists (I-III)/Laboratory Scientists are responsible for...,Nothing_found
176,Phoenix,Oracle Cloud Big Data Solution Architect,Wire Stone,"Phoenix, AZ","You will have an opportunity to work in roles such as Data Scientist, Data Engineer, or Chief Data Officer covering all aspects of Data including Data...",Nothing_found
177,Phoenix,Engineering Director - Enterprise Personalization and Digital Demand Generation,American Express,"Phoenix, AZ","Data Management & Advanced Analytics:. Extensive knowledge of Amex customer marketing data, technologies and capabilities, including knowledge of big data...",Nothing_found
178,Phoenix,"Analytics Manager, Decision Analytics Services (Full Stack Developer)",EXL Service,"Phoenix, AZ","Our global footprint of nearly 2,000 data scientists and analysts assist client organizations with complex risk minimization methods, advanced marketing,...",Nothing_found
179,Phoenix,"Analytics Manager, Decision Analytics Services (Full Stack Developer)",EXL,"Phoenix, AZ","Our global footprint of nearly 2,000 data scientists and analysts assist client organizations with complex risk minimization methods, advanced marketing,...",Nothing_found
180,Phoenix,Entry-Level Civil/Structural Engineer- Transmission & Distribution,Burns & McDonnell,"Phoenix, AZ","Burns & McDonnell is making the world a more amazing place with more than 5,000 engineers, architects, construction professionals, scientists and consultants on...",Nothing_found
181,Phoenix,"Splunk Engineer/Architect-Scottsdale, AZ",iSenpai,"Scottsdale, AZ 85257 (South Scottsdale area)","This role requires the ability to design, architect and implement Splunk solutions in support of cybersecurity and IT operations analysts and data scientists....",Nothing_found
182,Phoenix,Engineering Director - Enterprise Digital Demand Generation & Personalization,American Express,"Phoenix, AZ","Data Management & Advanced Analytics:. S/he will have a strong background in digital marketing (martech/adtech) and experience partnering with data scientists,...",Nothing_found
183,Phoenix,Precision Structural Assembler,BOEING,Nothing_found,"Skilled scientists and thinkers. Records fabrication, assembly, functional check data and statistical data manually or with the aid of computer or computer...","BOEING


6,204 reviews"
184,Phoenix,Data Scientist,Newton Group Transfers,Nothing_found,"We are looking for a hands-on, results-oriented, intellectually curious, self-learning Data Scientist to join our team....","Newton Group Transfers


11 reviews"
185,Phoenix,Senior Data Scientist,Soaren Management,Nothing_found,5+ years of experience as a data scientist. To manipulate data and draw insights from large data sets. We’re currently looking for an experienced Data Scientist...,"Soaren Management


12 reviews"
186,Phoenix,Data Engineer,Matrix Medical Network,Nothing_found,"The Data Engineer position will be responsible for analyzing, extracting, and transforming data from disparate data sources for statistician and data scientist...","Matrix Medical Network


212 reviews"
187,Denver,Senior Research Data Analyst,CBRE,Nothing_found,"Is typically a data visualization and/or data programming expert, with minimal data collection responsibilities (although maybe required to oversee data...","CBRE


2,405 reviews"
188,Denver,Associate Researcher,Green Genomix,Nothing_found,Green Genomix is seeking a Data Scientist or Geneticist specializing in Statistical Genetics. The successful candidate will utilize statistical genetics tools...,Green Genomix
189,Denver,Research Scientist-Audio Vision,"Sensory, Inc",Nothing_found,Experience in data analysis and utilization of machine-learning techniques (including deep-learning) to solve pattern classification problems....,"Sensory, Inc"
190,Denver,Mid-Level Environmental Scientist or Engineer,Formation Environmental LLC,"Boulder, CO 80301","Formation is composed of talented scientists, engineers, programmers, and analysts working collaboratively to provide the best possible solutions for our...",Nothing_found
191,Denver,Digital Marketing Specialist,AZDS Interactive Group,"Denver, CO",The Digital Marketing Specialist will work directly with our EVP of Operations and Data Scientist. AZDS is a growing digital agency offering innovative...,Nothing_found
192,Denver,Technical Intern 1,"Applied Research Associates, Inc","Littleton, CO 80127","Join our team of talented research engineers and scientists developing new technologies and capabilities for homeland security, environmental sensing, and...",Nothing_found
193,Denver,Research Analyst - Cloud and Emerging Technology,Trace3,"Denver, CO","Private cloud, data center infrastructure, public cloud, SaaS, data intelligence, IOT, security, or related enterprise technologies....",Nothing_found
194,Denver,JCSDA Project Scientist I/II - ESRL Liaison,UCAR,"Boulder, CO","Contributes to the implementation of JEDI/UFO for radar, surface data, as well as relevant observation data for convective/mesoscale data assimilation, in...",Nothing_found
195,Denver,Senior Clinical Research Scientist,"Terumo BCT, Inc.","Lakewood, CO","Chemistry, Clinic, Scientific, Medical, Research Scientist, Science, Engineering, Healthcare. Primary responsibilities include designing clinical plans,...",Nothing_found
196,Denver,"Senior Scientist, Innovation",Leprino Foods,"Denver, CO 80211 (Highland area)","Collects, organizes, and reports data in a manner that it is useful to upper management in making qualified decisions regarding the project....",Nothing_found
197,Denver,CIRES/PSD Sub-Seasonal to Seasonal Predictability and Prediction Research Scientist,University of Colorado Boulder,"Boulder, CO 80303 (Southeast Boulder area)","Over time, write successful proposals to partially fund their own research activities and those of support scientists....",Nothing_found
198,Denver,"Contractor, Language Tester - Brazilian Portuguese","Alteryx, Inc.","Broomfield, CO 80021","Revolutionizing business through data science and analytics, Alteryx offers an end-to-end analytics platform which empowers data analysts and scientists alike...",Nothing_found
199,Denver,Environmental Advisor,"EFI Global, Inc.","Denver, CO",Interprets field data and laboratory results. Summarizes data from field samples and laboratory result and writes reports relating appropriate information...,Nothing_found
200,Denver,Data Engineer,Transamerica,Nothing_found,"Partner with data scientists, analytics engagement managers, and other data engineers to discover, collect, cleanse, and refine the data needed for analysis and...","Transamerica


661 reviews"
201,Denver,Ecommerce Manager,Rasa,Nothing_found,"You experience intense pleasure from deriving insights from data,*. You will slice our customer data 100 ways to Sunday, sometimes on a Sunday....",Rasa
202,Houston,Nothing_found,Nothing_found,Nothing_found,Nothing_found,
203,Houston,Project Associate,alliantgroup,Nothing_found,"Assist in the research & analysis of client data. As a Project Associate, you will work in a team environment alongside some of the best in the business...","alliantgroup


43 reviews"
204,Houston,Senior Environmental Scientist,Osage Nation Environmental Solutions,Nothing_found,"Assist with developing and mentoring the team of Environmental engineers, Geologists, Hydrogeologists and/or Scientists. Duties and Responsibilities*....",Osage Nation Environmental Solutions
205,Houston,Big Data Solutions Architect,ClearScale,Nothing_found,"Collaborate with analytics and data scientist team; Big data tools:. Build processes supporting data transformation, data structures, metadata, dependency and...",ClearScale
206,Houston,QUALITY & REGULATORY MANAGEMENT COORDINATOR - CYTOGENETICS,MD Anderson Cancer Center,"Houston, TX","Reviews deviations, problems and data to identify opportunities for improvement. Assists with identifying and developing appropriate indicators, as well as...",Nothing_found
207,Houston,Senior Quality Assurance Analyst (Research),Baylor College of Medicine,"Houston, TX",Performs Quality Control testing in accordance with good laboratory practices regulations. Maintains the Quality Assurance/Quality Control (QA/QC) Program...,Nothing_found
208,Houston,"Flow Assurance Applications Scientist – Hydrate (Upstream Chemicals) - Sugar Land, TX",General Electric,"Sugar Land, TX 77479",Flow Assurance Applications Scientist – Hydrate (Upstream Chemicals). Help develop and test new products with senior scientists....,Nothing_found
209,Houston,Medical Laboratory Scientist,Houston Methodist,"Houston, TX","Preferred - Certified as a Medical Technologist, Clinical Laboratory Scientist, Medical Laboratory Scientist, or categorical certification by Board of...",Nothing_found
210,Houston,Construction Intern,Burns & McDonnell,"Houston, TX","Assist with obtaining project data to establish engineering schedules. Burns & McDonnell is making the world a more amazing place with more than 5,000 engineers...",Nothing_found
211,Houston,Staff Environmental Scientist,Burns & McDonnell,"Houston, TX","Collect GIS data for analysis, conversion and migration. The Staff Environmental Scientist will perform environmental and siting studies, preparing permitting...",Nothing_found
212,Houston,Natural Resource Services - Wetland Scientist,EDGE Engineering & Science,"Houston, TX",Experience with GPS data collection. Wetland Professional in Training (WPIT) or Professional Wetland Scientist (PWS)....,Nothing_found
213,Houston,QUALITY & REGULATORY MANAGMENT COORDINATOR - CORE LABORATORY,MD Anderson Cancer Center,"Houston, TX","Reviews deviations, problems and data to identify opportunities for improvement. Assists with identifying and developing appropriate indicators, as well as...",Nothing_found
214,Houston,Flow Cytometry Technologist,Precision Medicine Group,"Houston, TX","Running quality control samples, clinical samples and generating data. Work with scientists to carry out qualification of assay for new projects....",Nothing_found
215,Houston,INSTITUTE SENIOR RESEARCH SCIENTIST - TRANSLATIONAL IN-VIVO BIOLOGY,MD Anderson Cancer Center,"Houston, TX","Experience working with mouse models of cancer to deliver in vivo pharmacology data. Provide mentorship, professional development, guidance and leadership to a...",Nothing_found
216,Houston,"Senior Data Scientist Geology, Data Management",Equinor US Operations LLC,Nothing_found,"Understand data architecture, data flows. Excellent understanding of both seismic data and well data:. Data cleaning and data wrangling to empower advanced...","Equinor US Operations LLC


237 reviews"
217,Houston,Principal Data Scientist,Zdaly,Nothing_found,"Leveraging Artificial Intelligence, Zdaly is revolutionizing the decision-making process in enterprises by integrating internal data with exponentially growing...",Zdaly
218,Miami,Research & Development Scientist,Beta Analytic,Nothing_found,Job Description – R&D Scientist*. Maintains records and data analysis information. Exceptional analytical skills and ability to recommend actions based upon...,Beta Analytic
219,Miami,Medicare Agent,"ASSURANCE IQ, Inc.",Nothing_found,"Our team of engineers, data scientists, marketers, architects, and designers are building systems using advanced science to make humans better....","ASSURANCE IQ, Inc.


44 reviews"
220,Miami,BI Analyst,BOXY CHARM,Nothing_found,Work closely with data scientists and data engineers to create statistical and predictive models both for data exploration as well as to provide solutions to...,"BOXY CHARM


6 reviews"
221,Miami,Neurology/Research Assistant Professor,University of Miami UMFaculty,"Miami, FL","Preparation of progress reports and data entry. Collaborate with leading stroke physicians, scientists, and clinicians to advance the field of cell-based...",Nothing_found
222,Miami,"Physician/Attending - Pool / Per Diem - Pediatic Urgent Care - Naples, FL",Nicklaus Children's Health System,"Miami, FL","The position is primarily a clinical position related to the diagnosis, treatment and clinical management of pediatric patients in a multidisciplinary...",Nothing_found
223,Miami,RSMAS-Post Doctoral Associate-Atmospheric Chemistry,University of Miami,"Miami, FL","Experience in areas of gas chromatography/mass spectrometry analyses, trace gas analysis, airborne instrumentation, and data analyses is desired....",Nothing_found
224,Miami,Physician/Attending,Nicklaus Children's Health System,"Miami, FL 33155","The position is primarily a clinical position related to the diagnosis, treatment and clinical management of pediatric patients in a multidisciplinary...",Nothing_found
225,Miami,"Medical Director, Heart Failure & Transplant Program",Nicklaus Children's Health System,"Miami, FL 33155","The position is primarily a clinical position related to the diagnosis, treatment and clinical management of pediatric patients in a multidisciplinary...",Nothing_found
226,Miami,Physician/Attending-Palliative Care,Nicklaus Children's Health System,"Miami, FL 33155","The position is primarily a clinical position related to the diagnosis, treatment and clinical management of pediatric patients in a multidisciplinary...",Nothing_found
227,Miami,Physician/Attending - Ophthalmology,Nicklaus Children's Health System,"Miami, FL","The position is primarily a clinical position related to the diagnosis, treatment and clinical management of pediatric patients in a multidisciplinary...",Nothing_found
228,Miami,"Physician/Attending - Pediatric Urgent Care - NAPLES, FL (Full Time)",Nicklaus Children's Health System,"Miami, FL","The position is primarily a clinical position related to the diagnosis, treatment and clinical management of pediatric patients in a multidisciplinary...",Nothing_found
229,Miami,Physician/Attending - Pediatric Radiology,Nicklaus Children's Health System,"Miami, FL 33155","The position is primarily a clinical position related to the diagnosis, treatment and clinical management of pediatric patients in a multidisciplinary...",Nothing_found
230,Miami,Physician/Attending - Pediatric Emergency Medicine (PEM FELLOWSHIP REQUIRED) - VARIABLE SHIFTS AND WORK HOURS,Nicklaus Children's Health System,"Miami, FL","The position is primarily a clinical position related to the diagnosis, treatment and clinical management of pediatric patients in a multidisciplinary...",Nothing_found
231,Miami,Data Engineer,TracFone Wireless,Nothing_found,"The Data Engineer will support our software developers, database architects, data analysts and data scientists on data initiatives and will ensure optimal data...","TracFone Wireless


95 reviews"
232,Miami,Data Analysis Associate,Care Resource,Nothing_found,"Develops and maintains data enty, data reporting, data sharing, data security and data breach policies....","Care Resource


49 reviews"
233,Washington+DC,Data Scientist,Central Intelligence Agency,Nothing_found,"As a Data Scientist for the CIA, you will organize and interpret data to inform US decision makers, drive successful operations and shape CIA technology and...","Central Intelligence Agency


171 reviews"
234,Washington+DC,Data Scientist,"Reveal Global Consulting, LLC",Nothing_found,"Data mining using state-of-the-art methods. Experience with data visualisation tools, such as D3.js, GGplot, etc....","Reveal Global Consulting, LLC"
235,Washington+DC,Research Analyst– Senior Executive Support,"Rouse-Consulting, LLC",Nothing_found,The Research Analyst will directly support a Department of the Navy Senior Executive in the Office of Civilian Human Resources (OCHR)) located at the Washington...,"Rouse-Consulting, LLC"
236,Washington+DC,Research Analyst,Delve,"Washington, DC 20036 (Downtown area)","Who We Are: Delve is a competitive intelligence and risk advisory firm based in Washington, D.C. that produces breakthrough insights through competitive...",Nothing_found
237,Washington+DC,Research Engineer/Scientist,Acima Technical Services,"Washington, DC","Expertise with big data architectures. Our Research Engineers access large data repositories of actual flight, weather, navigation, geographic, and airport...",Nothing_found
238,Washington+DC,"Data Scientist, Client Experience / Research and Insights",Deloitte,"Washington, DC 20003 (Capitol Hill area)","Data Scientist, Client Experience / Research & Insights, Deloitte Services LLP. The Data Scientist will play a key role developing analytically-driven research...",Nothing_found
239,Washington+DC,Innovation and Technology Intern,Mitre Corporation,"McLean, VA",Do you want to be mentored by engineers and scientists that are experts in their fields? Support our technology and innovation work program to realize a vision...,Nothing_found
240,Washington+DC,Data Scientist,Mathematica Policy Research,"Washington, DC 20024 (South West area)","Data scientists lead data processing and analysis tasks, such as monitoring data quality, developing documentation, applying statistical and data science...",Nothing_found
241,Washington+DC,Data and Policy Analyst - Statistical Programmer,acumenllc,"Washington, DC","Data and Policy Analysts perform a wide array of functions as part of the research process. This position is responsible for managing and analyzing data,...",Nothing_found
242,Washington+DC,Physics/Engineering Intern,ARiA,"Washington, DC",Using deep learning to understand the relevant physical features in acoustic scattering data for use in a project on remediating underwater sites contaminated...,Nothing_found
243,Washington+DC,Data Scientist,"Robbins Gioia, LLC","Alexandria, VA 22314 (Southwest Quadrant area)","Currently, RG is building a candidate pool of qualified individuals to perform as Data Scientists to support our IRS Information Technology Enterprise Program...",Nothing_found
244,Washington+DC,Data Scientists,PreciseTarget,"Bethesda, MD",Working with data scientists to refine machine learning and data processing algorithms. As such we have a growing need for data scientists with the following...,Nothing_found
245,Washington+DC,Intelligence Research Analyst 032019-001,"Strategic Professional Resources, Inc","Washington, DC 20032 (Anacostia area)","Job Title: Intelligence Research Analyst Job#: 032019-001 Location: Washington, DC Clearance Requirement: Minimum TSSCI with ability to pass a counter...",Nothing_found
246,Washington+DC,Data Research Analyst,CENTRA Technology,Nothing_found,Demonstrated ability to extract data contained in large databases and analyzes that data to derive meaningful information....,"CENTRA Technology


9 reviews"
247,Washington+DC,Data Scientist,Gridiron IT,Nothing_found,"We love people who dream big, find data fascinating, and understand that’s it’s not just about data:. We realize that data scientists are a diverse breed and we...",Gridiron IT
248,Boulder,Nothing_found,Nothing_found,Nothing_found,Nothing_found,
249,Boulder,Ecommerce Manager,Rasa,Nothing_found,"You experience intense pleasure from deriving insights from data,*. You will slice our customer data 100 ways to Sunday, sometimes on a Sunday....",Rasa
250,Boulder,Senior Research Data Analyst,CBRE,Nothing_found,"Is typically a data visualization and/or data programming expert, with minimal data collection responsibilities (although maybe required to oversee data...","CBRE


2,405 reviews"
251,Boulder,Associate Researcher,Green Genomix,Nothing_found,Green Genomix is seeking a Data Scientist or Geneticist specializing in Statistical Genetics. The successful candidate will utilize statistical genetics tools...,Green Genomix
252,Boulder,"Field Medical Scientist - UT, CO, NE, KS, NM, MO",Bristol-Myers Squibb,"Denver, CO","Developing peer-to-peer relationships with TLs, scientists and other healthcare professionals. Field Medical Scientists (FMS) embody our medical mission in...",Nothing_found
253,Boulder,Biochemical Pilot Plant Technician,National Renewable Energy Laboratory,"Golden, CO 80401","Input experimental data into spreadsheets. Demonstrated ability to function in a team environment interacting with diverse types of engineers, scientists, and...",Nothing_found
254,Boulder,NASA Proposal Specialist,University of Colorado Boulder,"Boulder, CO 80303 (Southeast Boulder area)","LASP combines all aspects of space exploration through our expertise in science, engineering, mission operations, and scientific data analysis....",Nothing_found
255,Boulder,Process Center Technician III (663420),Ball Aerospace,"Boulder, CO","Must be able to organize and document various data inputs. Our team of more than 3,000 engineers, scientists, technicians and support staff drives all the...",Nothing_found
256,Boulder,Senior Scientist - IVD/CDx Assay Development (ADX-119-18),"ArcherDX, INC.","Boulder, CO 80301",Senior Scientist - IVD/CDx Assay Development (ADX-28-18). Analyze study data and write study reports. We’re currently seeking qualified candidates for a Senior...,Nothing_found
257,Boulder,Postdoctoral Fellow - Unmanned Aircraft Systems (UAS) data assimilation for micro-scale weather forecasting,UCAR,"Boulder, CO",Demonstrated knowledge of data assimilation. Degree in atmospheric sciences with expertise in performing observational data analyses and using numerical weather...,Nothing_found
258,Boulder,"Intern, Software Development",Autodesk,"Boulder, CO","Perform applied research in related areas including data collaboration, big data, and cloud infrastructure using Amazon AWS....",Nothing_found
259,Boulder,Postdoctoral Researcher: Machine Learning and Uncertainty Quantification for Wind Energy Applications,National Renewable Energy Laboratory,"Boulder, CO","Experience in processing wind farm data, including Supervisory Control and Data Acquisition (SCADA) data, turbine status codes, and turbine event logs....",Nothing_found
260,Boulder,Science Communications Specialist,xentity corporation,"Golden, CO","We are a fast-growing data consulting and support services firm - focused on large data programs in data types such as geospatial, open, big, and IoT data....",Nothing_found
261,Boulder,Student Internship Program (Temporary),National Geospatial-Intelligence Agency,"Denver, CO","Aeronautics, bathymetry, cartographic, data management, data science, data stewardship, human geography, linguistics, photogrammetry, maritime studies, orbital...",Nothing_found
262,Boulder,Data Engineer,Transamerica,Nothing_found,"Partner with data scientists, analytics engagement managers, and other data engineers to discover, collect, cleanse, and refine the data needed for analysis and...","Transamerica


661 reviews"
263,Boulder,Research Scientist-Audio Vision,"Sensory, Inc",Nothing_found,Experience in data analysis and utilization of machine-learning techniques (including deep-learning) to solve pattern classification problems....,"Sensory, Inc"
